Name,License Description,Application Type,License Term Start Date,License Term Expiration Date,Date Issued,Latitude,Longitude,Location
"City Discount Store, Inc.",Retail Food Establishment,Issue,12-22-2014,01-15-2017,12-22-2014,41.88019235,-87.76056476,"(41.88019235442935, -87.76056475660084)"
Nelson Food & Liquor,Retail Food Establishment,Renew,04-16-2014,04-15-2016,04-04-2014,41.77793576,-87.70322439,"(41.77793576167579, -87.70322438611822)"
Bella'S Salon,Limited Business License,Renew,09-16-2014,09-15-2016,09-15-2014,41.96130555,-87.70656955,"(41.961305545595465, -87.70656954528891)"
I Starck Co Inc,Limited Business License,Renew,04-16-2014,04-15-2016,03-25-2014,41.88189952,-87.62450701,"(41.881899523318246, -87.62450700789667)"
Audio Visual Solutions,Limited Business License,Issue,10-28-2014,11-15-2016,10-28-2014,41.9419035,-87.72868693,"(41.94190350387111, -87.72868692693571)"
Groucho'S Bar & Grill,Retail Food Establishment,Renew,11-16-2013,11-15-2015,11-08-2013,41.74051514,-87.72147836,"(41.74051514320914, -87.72147836324686)"
Clear Sky Leadership Consulting,Regulated Business License,Renew,10-16-2014,10-15-2016,10-09-2014,42.00435733,-87.76834537,"(42.00435733072159, -87.76834536489318)"
Biuro Abc Shipping Corp.,Limited Business License,Issue,10-29-2013,11-15-2015,10-29-2013,41.93824978,-87.7830795,"(41.93824977790472, -87.78307949667465)"
"Carlsen'S Elevator Services, Inc",Limited Business License,Renew,03-16-2015,03-15-2017,02-27-2015,,,
Shorty'S City Lounge,Tavern,Issue,03-21-2014,03-15-2016,03-21-2014,41.90953035,-87.74499256,"(41.9095303523046, -87.74499255895704)"
Sushi O Sushi,Retail Food Establishment,Renew,04-16-2015,04-15-2017,03-16-2015,41.91844043,-87.63825829,"(41.91844043280386, -87.63825828564545)"
A-Ok Automotive Inc,Motor Vehicle Services License,Renew,05-16-2013,05-15-2015,04-22-2013,41.79625526,-87.75816353,"(41.79625525488821, -87.75816353026505)"
"Shirts Ours Business, Ltd.",Limited Business License,Renew,09-16-2013,09-15-2015,07-31-2013,41.97178751,-87.68886799,"(41.971787509102775, -87.68886798502275)"
Cedeno Graphics Studio Inc.,Limited Business License,Renew,07-16-2013,07-15-2015,07-16-2013,41.67609244,-87.64272689,"(41.67609243910461, -87.64272688996988)"
Venancio Ramos,Regulated Business License,Issue,03-17-2014,03-15-2016,03-17-2014,41.96263403,-87.72650489,"(41.96263402585206, -87.72650489062168)"
Neat Janitorial Service,Regulated Business License,Issue,10-17-2014,11-15-2016,10-17-2014,41.75514916,-87.57621047,"(41.75514915849809, -87.57621046618749)"
Semrow Office Supply,Limited Business License,Renew,12-16-2013,12-15-2015,11-22-2013,41.98042643,-87.77755348,"(41.980426432934124, -87.7775534827396)"
"La Unica Food Mart, Inc.",Package Goods,Renew,08-16-2013,08-15-2015,08-02-2013,41.99799346,-87.66842789,"(41.99799345967903, -87.66842788571333)"
Employee Assessment Solutions,Regulated Business License,Issue,05-13-2014,05-15-2016,05-13-2014,41.89274821,-87.6146868,"(41.8927482092378, -87.6146867960138)"
Aarzee Money Transmitters,Limited Business License,Renew,05-16-2015,05-15-2017,04-22-2015,41.99763683,-87.6888895,"(41.99763682800486, -87.68888950247116)"
Van-Central Food & Liquor,Tobacco Retail Over Counter,Renew,05-16-2013,05-15-2015,06-06-2013,41.87462049,-87.76450474,"(41.874620484855676, -87.76450473922907)"
Rudd Container Corporation,Limited Business License,Renew,06-16-2013,06-15-2015,06-11-2013,41.80949738,-87.73258873,"(41.80949737808888, -87.73258873089536)"
Key Food Liquor,Retail Food Establishment,Renew,07-16-2014,07-15-2016,07-08-2014,41.65197282,-87.61708374,"(41.65197281855635, -87.61708373629855)"
Parsons Services Company,Limited Business License,Renew,09-16-2014,09-15-2016,09-08-2014,41.88166429,-87.63888744,"(41.881664289382925, -87.63888744408949)"
Nu Way Automatics,Motor Vehicle Services License,Renew,11-16-2014,11-15-2016,09-26-2014,41.9002118,-87.69696217,"(41.900211800784376, -87.69696216569568)"
Revisions Window And Door Replacement Co. Inc,Limited Business License,Renew,03-16-2014,03-15-2016,03-05-2014,41.92546423,-87.64118491,"(41.92546423449972, -87.64118491427583)"
Rita Walker,Peddler License,Issue,09-20-2013,10-15-2015,09-20-2013,41.85135142,-87.67166735,"(41.85135142108989, -87.67166734710361)"
Nick'S Fishmarket,Consumption on Premises - Incidental Activity,Renew,10-16-2014,10-15-2016,09-12-2014,41.88807428,-87.6349552,"(41.8880742810662, -87.63495520292739)"
Kevin York Goodwin,Peddler License,Issue,02-07-2014,02-15-2016,02-07-2014,41.74667665,-87.60035173,"(41.74667665143586, -87.60035173409469)"
Miss Laura'S Designs,Regulated Business License,Issue,11-18-2014,12-15-2016,11-18-2014,41.88464637,-87.6172485,"(41.8846463654345, -87.61724849623945)"
Policy Planning Partners,Regulated Business License,Renew,09-16-2014,09-15-2016,03-16-2015,41.86205207,-87.62096948,"(41.86205206802793, -87.62096948354463)"
"Sunny'S/Gabriella Salon & Day Spa, Inc.",Limited Business License,Renew,04-16-2015,04-15-2017,04-22-2015,41.89557483,-87.62767029,"(41.895574833553596, -87.62767028959144)"
Sabatinos Inc,Retail Food Establishment,Renew,08-16-2013,08-15-2015,07-22-2013,41.95340286,-87.73960223,"(41.95340285737685, -87.73960222580374)"
O'Brien Mgmt/Mado Management,Limited Business License,Renew,02-16-2014,02-15-2016,02-13-2014,41.91035355,-87.63453833,"(41.91035355027877, -87.63453832509484)"
Panda Cleaners,Limited Business License,Renew,12-16-2013,12-15-2015,11-29-2013,41.96791605,-87.76508034,"(41.96791605355328, -87.76508034348919)"
"Ye Li Food Box, Inc.",Manufacturing Establishments,Renew,11-16-2014,11-15-2016,11-17-2014,41.81597854,-87.63485303,"(41.81597853695627, -87.63485303039089)"
Independent Cuts,Limited Business License,Renew,07-16-2014,07-15-2016,06-12-2014,41.70390494,-87.53543119,"(41.70390493760886, -87.53543118728338)"
Jade Dragon Tattoo Inc,Regulated Business License,Renew,08-16-2013,08-15-2015,04-25-2014,41.93854247,-87.76040185,"(41.93854246746509, -87.76040185146701)"
D'Nuez,Retail Food Establishment,Issue,04-22-2015,04-15-2017,04-22-2015,41.81846435,-87.69688004,"(41.81846434483413, -87.69688003750433)"
Msdsonline Inc.,Limited Business License,Renew,05-16-2014,05-15-2016,04-14-2014,41.88874104,-87.63708054,"(41.888741038131876, -87.63708054058772)"
Gravity Exhibition Services Inc.,Limited Business License,Renew,06-16-2014,06-15-2016,06-16-2014,41.85221275,-87.64458461,"(41.85221274964164, -87.6445846110694)"
The Old Oak Tap,Consumption on Premises - Incidental Activity,Renew,11-16-2014,11-15-2016,11-17-2014,41.89575174,-87.67992373,"(41.89575174189801, -87.67992372918344)"
Illinois Engineered Prod.,Manufacturing Establishments,Renew,12-16-2013,12-15-2015,10-30-2013,41.85420036,-87.65617106,"(41.854200364176386, -87.6561710583694)"
Divine Creators Beauty Salon,Limited Business License,Renew,06-16-2014,06-15-2016,07-25-2014,41.79510551,-87.58511893,"(41.79510551000162, -87.58511893343979)"
Time Style Studio,Limited Business License,Issue,02-20-2015,03-15-2017,02-20-2015,41.88422866,-87.65143036,"(41.88422866438695, -87.65143035882778)"
Barton Senior Residences Of Chicago,Retail Food Establishment,Renew,04-16-2015,04-15-2017,02-27-2015,41.86539786,-87.67116222,"(41.86539785619372, -87.6711622194772)"
The Classic Optician Inc,Limited Business License,Renew,03-16-2015,03-15-2017,03-16-2015,41.89807992,-87.62394571,"(41.898079920503314, -87.6239457056618)"
Autosport Chicago,Limited Business License,Renew,11-16-2014,11-15-2016,04-22-2015,41.8905351,-87.64775726,"(41.890535098284346, -87.6477572576824)"
Teresa King,Peddler License,Issue,06-12-2013,06-15-2015,06-12-2013,41.70014226,-87.6586365,"(41.70014225660636, -87.65863650170006)"
Andres Imaging & Graphics A Moss Company,Manufacturing Establishments,Issue,09-29-2014,08-15-2016,09-29-2014,41.88520727,-87.6903814,"(41.88520726616742, -87.69038140041219)"
Sybase Inc,Limited Business License,Renew,08-16-2014,08-15-2016,08-06-2014,41.98752558,-87.84508015,"(41.98752558222729, -87.84508014948597)"
Nick'S,Outdoor Patio,Renew,11-16-2014,11-15-2016,11-12-2014,41.90899562,-87.67553166,"(41.90899561514011, -87.67553165647173)"
Beef & Burger,Retail Food Establishment,Renew,08-16-2013,08-15-2015,03-05-2014,41.96101332,-87.73169103,"(41.96101332134499, -87.73169102665227)"
Budget Construction Co,Limited Business License,Renew,11-16-2014,11-15-2016,12-19-2014,41.99468013,-87.72903914,"(41.994680131162234, -87.72903914423308)"
Sandwich Me In,Retail Food Establishment,Renew,05-16-2014,05-15-2016,04-25-2014,41.9374331,-87.64846483,"(41.93743309705743, -87.64846482614013)"
Buenos Aires Liquor & Deli,Package Goods,Renew,08-16-2013,08-15-2015,06-25-2013,41.93704485,-87.74696413,"(41.93704484795919, -87.74696412539859)"
Wingstop,Retail Food Establishment,Renew,11-16-2014,11-15-2016,04-22-2015,41.90380883,-87.63040711,"(41.90380882550438, -87.63040710682779)"
Oliver Julius Langrall,Peddler License,Issue,05-16-2013,06-15-2015,05-16-2013,41.91968602,-87.69904639,"(41.91968601966195, -87.6990463925803)"
Hcbr Group Inc,Limited Business License,Issue,12-27-2013,01-15-2016,12-27-2013,41.88076896,-87.63387497,"(41.880768960917806, -87.63387497409452)"
Demolab Inc,Limited Business License,Renew,08-16-2013,08-15-2015,08-09-2013,41.98082363,-87.80510988,"(41.980823630554646, -87.80510987964077)"
Dispatch Brokerage Services Llc,License Broker,Renew,11-01-2014,10-31-2015,10-30-2014,41.96318392,-87.73318715,"(41.963183921265326, -87.73318715325468)"
"J & P Warehousing, Inc.",Limited Business License,Renew,08-16-2014,08-15-2016,07-08-2014,41.85048725,-87.72611519,"(41.850487250737764, -87.72611518912296)"
"Takito Grill, Inc.",Retail Food Establishment,Renew,07-16-2014,07-15-2016,03-16-2015,41.81615508,-87.64088352,"(41.816155082491385, -87.64088352173687)"
Jetski Chicago Ii,Navy Pier Kiosk License,Issue,05-16-2014,06-15-2015,05-16-2014,41.89209414,-87.61156988,"(41.892094136861786, -87.61156988394656)"
We Wash Iii,Limited Business License,Renew,11-16-2014,11-15-2016,04-22-2015,41.8905351,-87.64775726,"(41.890535098284346, -87.6477572576824)"
Health Is Life,Limited Business License,Renew,01-16-2015,01-15-2017,01-12-2015,41.91703862,-87.74661854,"(41.91703861454822, -87.74661853650284)"
Shred415,Regulated Business License,Issue,01-14-2015,01-15-2017,01-14-2015,41.92033107,-87.66282804,"(41.92033107268561, -87.66282803985544)"
The Ups Store,Limited Business License,Issue,09-10-2014,09-15-2016,09-10-2014,41.83533647,-87.64606524,"(41.835336465486414, -87.64606524229839)"
American Metal Chemical Corp,Limited Business License,Renew,01-16-2014,01-15-2016,12-05-2013,41.82924331,-87.65107707,"(41.82924331316098, -87.65107706862752)"
Helen'S Cleaners,Limited Business License,Renew,09-16-2013,09-15-2015,09-05-2013,41.91766708,-87.67662947,"(41.91766708008823, -87.67662946520409)"
Jimmy Buffett'S Margaritaville Bar & Grill,Consumption on Premises - Incidental Activity,Renew,07-16-2013,07-15-2015,06-19-2013,41.89209414,-87.61156988,"(41.892094136861786, -87.61156988394656)"
Wingstop #551,Retail Food Establishment,Renew,01-16-2015,01-15-2017,12-22-2014,41.81247911,-87.72390674,"(41.81247910831577, -87.72390673868298)"
Vida Y Salud,Retail Food Establishment,Issue,04-22-2015,05-15-2017,04-22-2015,41.85171109,-87.70133353,"(41.85171108736759, -87.70133352557185)"
Alan Pest Control,Regulated Business License,Renew,07-16-2013,07-15-2015,07-11-2013,41.70142394,-87.66908325,"(41.70142394037443, -87.6690832528426)"
"Pm Wine & Spirits, Inc.",Package Goods,Issue,12-10-2013,12-15-2015,12-10-2013,41.7225592,-87.57692645,"(41.72255919671874, -87.57692645087114)"
Madison Public House,Consumption on Premises - Incidental Activity,Issue,05-01-2014,05-15-2016,05-01-2014,41.92073413,-87.69404109,"(41.9207341319564, -87.6940410939342)"
Fado Irish Pub,Tavern,Renew,02-16-2014,02-15-2016,02-14-2014,41.89173502,-87.63120169,"(41.891735020379166, -87.63120168879202)"
Chicago Gear Manufacturing Co,Manufacturing Establishments,Renew,09-16-2014,09-15-2016,10-24-2014,41.88641733,-87.69734031,"(41.886417324781966, -87.69734030812349)"
Beverly Cleaners,Limited Business License,Renew,09-16-2013,09-15-2015,09-04-2014,41.6993727,-87.66933263,"(41.69937269957871, -87.66933262982369)"
Wirtz Rentals Co,Regulated Business License,Renew,01-16-2014,01-15-2016,11-27-2013,41.80866222,-87.65216787,"(41.80866221908769, -87.6521678737268)"
D4 Irish Pub & Cafe,Outdoor Patio,Renew,03-16-2015,03-15-2017,02-27-2015,41.8925183,-87.61850243,"(41.89251830082217, -87.61850242693725)"
Zhou B Cafe,Consumption on Premises - Incidental Activity,Renew,01-16-2014,01-15-2016,01-30-2014,41.83056217,-87.65207146,"(41.83056217168524, -87.652071457055)"
Artur Climate Control Inc.,Limited Business License,Renew,03-16-2015,03-15-2017,03-16-2015,,,
Emages Inc.,Limited Business License,Renew,10-16-2014,10-15-2016,10-10-2014,41.75112495,-87.62085324,"(41.75112494498111, -87.62085324196072)"
Pork Shoppe,Retail Food Establishment,Issue,04-22-2015,05-15-2017,04-22-2015,41.98608621,-87.66922595,"(41.986086204805964, -87.66922595429558)"
Pakeeza,Retail Food Establishment,Renew,02-16-2014,02-15-2016,07-09-2014,41.90082771,-87.63718892,"(41.900827710854195, -87.63718892231834)"
Spikeball,Regulated Business License,Renew,11-16-2014,11-15-2016,10-17-2014,41.90423412,-87.67713982,"(41.90423412402216, -87.67713982270378)"
Irresistible Marketing Solutions Inc.,Limited Business License,Issue,12-17-2013,01-15-2016,12-17-2013,41.9107384,-87.65262888,"(41.91073840329287, -87.65262887482508)"
Carmen Velasquez,Regulated Business License,Renew,06-16-2013,06-15-2015,03-11-2014,41.82745366,-87.69488945,"(41.82745366263485, -87.69488944721468)"
Luved Photography,Limited Business License,Issue,09-11-2013,09-15-2015,09-11-2013,41.69154541,-87.70922714,"(41.691545407822396, -87.7092271416384)"
Jose Perez,Regulated Business License,Renew,07-16-2013,07-15-2015,07-19-2013,41.91847881,-87.77446212,"(41.9184788112602, -87.77446211452988)"
Brown'S Auto Repair,Motor Vehicle Services License,Renew,08-16-2014,08-15-2016,07-08-2014,41.86664941,-87.72028092,"(41.86664941399351, -87.72028091511945)"
"Z T Dollar Exchange, Inc.",Retail Food Establishment,Renew,12-16-2014,12-15-2016,12-02-2014,41.76433922,-87.56537068,"(41.764339216775696, -87.5653706801239)"
County Barbeque,Retail Food Establishment,Issue,07-03-2013,07-15-2015,07-03-2013,41.86945394,-87.66133829,"(41.86945393993995, -87.66133829204541)"
Performers Music,Limited Business License,Renew,10-16-2014,10-15-2016,10-14-2014,41.87670765,-87.62442948,"(41.87670765183466, -87.62442947950342)"
Forever Yogurt,Retail Food Establishment,Issue,07-10-2014,07-15-2016,07-10-2014,41.91061792,-87.67610192,"(41.910617923470866, -87.67610192061127)"
Dq Luxury Reflexology Massage Relaxation Retreat,Massage Establishment,Renew,04-16-2014,04-15-2016,07-14-2014,41.87025039,-87.62427758,"(41.8702503903183, -87.62427758029956)"
Chicago Signature Services,Retail Food Establishment,Renew,03-16-2014,03-15-2016,02-13-2014,41.89224916,-87.60951805,"(41.892249163400116, -87.60951804879336)"
St. Therese School,Raffles,Renew,07-16-2014,07-15-2015,05-30-2014,41.85084064,-87.63380556,"(41.85084064345491, -87.6338055622881)"
Violet Media,Limited Business License,Issue,04-24-2013,05-15-2015,04-24-2013,41.8890036,-87.65588427,"(41.88900360416183, -87.65588426620874)"
Perfumes Romance,Limited Business License,Renew,06-16-2013,06-15-2015,06-17-2013,41.79799187,-87.72344374,"(41.797991869962225, -87.723443740796)"
Alpha-Omega Professional Health Service Corporation,Limited Business License,Issue,01-17-2014,02-15-2016,01-17-2014,41.88059105,-87.63050913,"(41.880591047641396, -87.6305091299425)"
Immaculate Maid,Limited Business License,Issue,02-18-2014,02-15-2016,02-18-2014,41.88582205,-87.63230374,"(41.885822047853026, -87.63230373508567)"
72St Shell,Tobacco Retail Over Counter,Issue,03-16-2015,03-15-2017,03-16-2015,41.76486775,-87.66364716,"(41.76486775164888, -87.6636471574513)"
Subway,Retail Food Establishment,Renew,12-16-2014,12-15-2016,12-10-2014,41.9468234,-87.68811263,"(41.94682340031816, -87.688112633821)"
D & L Harris  Sewer Maintance,Regulated Business License,Renew,07-16-2014,07-15-2016,06-16-2014,41.74757408,-87.63406874,"(41.7475740827061, -87.63406874396631)"
Grace Automotive Inc,Motor Vehicle Services License,Renew,08-16-2013,08-15-2015,06-26-2013,41.94992359,-87.72765185,"(41.94992358715758, -87.72765185254384)"
Chop Suey Huang,Retail Food Establishment,Renew,09-16-2013,09-15-2015,08-13-2013,41.97597609,-87.69249422,"(41.97597608993619, -87.6924942225335)"
Chanty & Mom Hair Studio,Limited Business License,Renew,07-16-2014,07-15-2016,06-18-2014,41.71926223,-87.55117881,"(41.719262229240385, -87.5511788048745)"
Shotay'S  B V D Inc,Tavern,Renew,06-16-2013,06-15-2015,05-22-2013,41.80766199,-87.73148027,"(41.80766199360051, -87.73148027311129)"
Struxc-Mc,Limited Business License,Issue,05-01-2014,05-15-2016,05-01-2014,41.93230681,-87.68558701,"(41.93230681180492, -87.68558700623439)"
Tuti Hair Desing,Limited Business License,Renew,02-16-2014,02-15-2016,02-28-2014,41.92366234,-87.80474983,"(41.92366234387208, -87.8047498283409)"
Xox Hair Studio P C,Limited Business License,Renew,12-16-2013,12-15-2015,12-11-2013,41.96210002,-87.75592483,"(41.96210001845611, -87.75592482561798)"
South Shore Golf Center Golf Course,Consumption on Premises - Incidental Activity,Issue,04-22-2015,05-15-2017,04-22-2015,41.76660302,-87.56632372,"(41.76660302216941, -87.56632372273566)"
"Chelsea Ventures, Llc",Limited Business License,Renew,06-16-2014,06-15-2016,05-06-2014,41.85996191,-87.63886501,"(41.859961908933776, -87.63886501065575)"
Source Of Light,Limited Business License,Renew,09-16-2014,09-15-2016,07-30-2014,41.88582198,-87.67661727,"(41.885821975202035, -87.67661727275502)"
M And A Cleaning Services,Regulated Business License,Renew,06-16-2013,06-15-2015,06-10-2013,41.80711467,-87.68914226,"(41.807114669236874, -87.68914226131436)"
Omar Distributor Inc,Limited Business License,Renew,06-16-2013,06-15-2015,04-30-2013,41.80805327,-87.70158668,"(41.808053265939655, -87.70158668426758)"
"Mixto Industries, Llc",Limited Business License,Renew,02-16-2014,02-15-2016,01-10-2014,41.89469809,-87.63282083,"(41.89469809426977, -87.63282083065877)"
Holiday Inn Suites,Regulated Business License,Renew,05-16-2014,05-15-2016,04-29-2014,41.87451215,-87.63986471,"(41.87451215422576, -87.63986470914409)"
Village Green Residential Properties L.L.C.,Limited Business License,Renew,03-16-2015,03-15-2017,02-17-2015,,,
Stranded Beauty & Barber,Limited Business License,Issue,02-20-2015,03-15-2017,02-20-2015,41.92796079,-87.64870433,"(41.927960793026365, -87.64870433110315)"
Backdrafts,Music and Dance,Renew,11-16-2013,11-15-2015,07-18-2014,41.7375041,-87.72137826,"(41.73750410346351, -87.72137826025306)"
